raceId,driverId,stop,lap,time,duration,milliseconds,duration_seconds,is_normal_stop
901,820,1,10,16:22:44,25.639,25639,25.639,1
901,4,1,11,16:24:00,24.466,24466,24.466,1
901,16,1,11,16:24:25,25.998,25998,25.998,1
901,828,1,11,16:24:33,30.040,30040,30.04,1
901,817,1,12,16:25:46,24.709,24709,24.709,1
901,13,1,12,16:26:05,24.637,24637,24.637,1
901,154,1,12,16:26:14,25.046,25046,25.046,1
901,20,1,13,16:27:33,24.432,24432,24.432,1
901,18,1,13,16:27:49,24.841,24841,24.841,1
901,3,1,14,16:29:15,24.723,24723,24.723,1
901,822,1,14,16:29:48,25.020,25020,25.02,1
901,1,1,15,16:30:55,24.604,24604,24.604,1
901,155,1,15,16:31:53,27.124,27124,27.124,1
901,807,1,16,16:33:07,25.336,25336,25.336,1
901,818,2,17,16:36:11,26.598,26598,26.598,1
901,8,2,18,16:37:53,24.417,24417,24.417,1
901,826,2,22,16:44:37,27.473,27473,27.473,1
901,821,2,23,16:46:42,26.325,26325,26.325,1
901,825,2,24,16:48:18,30.661,30661,30.661,1
901,16,2,24,16:48:28,25.493,25493,25.493,1
901,18,2,25,16:49:48,24.524,24524,24.524,1
901,154,2,25,16:50:09,25.596,25596,25.596,1
901,828,2,26,16:52:40,26.515,26515,26.515,1
901,4,2,27,16:53:03,24.222,24222,24.222,1
901,13,2,27,16:53:28,24.577,24577,24.577,1
901,820,2,27,16:54:31,29.210,29210,29.21,1
901,817,2,28,16:54:45,24.775,24775,24.775,1
901,822,2,29,16:57:09,24.964,24964,24.964,1
901,20,2,31,17:00:00,24.728,24728,24.728,1
901,155,2,31,17:01:26,26.505,26505,26.505,1
901,3,2,32,17:01:43,25.287,25287,25.287,1
901,1,2,33,17:03:18,25.296,25296,25.296,1
901,807,2,34,17:05:38,24.887,24887,24.887,1
901,826,3,34,17:06:44,25.289,25289,25.289,1
901,8,3,34,17:07:07,24.246,24246,24.246,1
901,828,3,38,17:15:01,26.030,26030,26.03,1
901,18,3,39,17:15:13,25.028,25028,25.028,1
901,825,3,39,17:15:37,24.415,24415,24.415,1
901,817,3,40,17:16:28,1:49.329,109329,109.329,0
901,154,3,40,17:17:34,25.735,25735,25.735,1
901,4,3,42,17:20:04,24.641,24641,24.641,1
901,820,3,41,17:20:31,27.828,27828,27.828,1
901,13,3,42,17:20:35,24.526,24526,24.526,1
901,817,4,42,17:22:17,34.697,34697,34.697,1
901,822,3,44,17:24:12,24.498,24498,24.498,1
901,817,5,44,17:26:23,34.480,34480,34.48,1
901,20,3,49,17:32:08,25.186,25186,25.186,1
901,3,3,50,17:33:47,24.654,24654,24.654,1
901,1,3,51,17:35:18,24.484,24484,24.484,1
902,818,1,1,18:06:44,33.895,33895,33.895,1
902,16,1,7,18:16:37,25.293,25293,25.293,1
902,822,1,10,18:21:24,25.040,25040,25.04,1
902,826,1,10,18:21:32,26.064,26064,26.064,1
902,824,1,10,18:21:44,25.756,25756,25.756,1
902,828,1,11,18:23:34,25.367,25367,25.367,1
902,820,1,11,18:23:35,25.858,25858,25.858,1
902,4,1,12,18:24:52,25.770,25770,25.77,1
902,821,1,12,18:25:08,25.543,25543,25.543,1
902,13,1,13,18:26:30,24.528,24528,24.528,1
902,8,1,13,18:26:37,25.009,25009,25.009,1
902,154,1,13,18:26:50,25.192,25192,25.192,1
902,824,2,13,18:27:52,29.729,29729,29.729,1
902,825,1,14,18:28:29,24.611,24611,24.611,1
902,16,2,13,18:29:29,40.747,40747,40.747,1
902,818,2,14,18:29:48,25.897,25897,25.897,1
902,807,1,15,18:29:59,24.757,24757,24.757,1
902,155,1,15,18:30:29,27.124,27124,27.124,1
902,815,1,16,18:31:38,24.697,24697,24.697,1
902,20,1,16,18:31:48,24.964,24964,24.964,1
902,18,1,17,18:33:25,24.476,24476,24.476,1
902,817,1,18,18:35:12,24.706,24706,24.706,1
902,1,1,19,18:36:24,24.687,24687,24.687,1
902,813,1,19,18:37:12,25.395,25395,25.395,1
902,824,3,18,18:37:15,18.989,18989,18.989,1
902,3,1,21,18:39:48,24.851,24851,24.851,1
902,826,2,24,18:45:46,25.340,25340,25.34,1
902,822,2,25,18:47:07,25.068,25068,25.068,1
902,825,2,25,18:47:29,24.559,24559,24.559,1
902,828,2,26,18:49:57,25.819,25819,25.819,1
902,821,2,27,18:51:10,25.633,25633,25.633,1
902,13,2,28,18:52:16,25.896,25896,25.896,1
902,4,2,28,18:52:21,24.576,24576,24.576,1
902,154,2,28,18:52:44,25.032,25032,25.032,1
902,820,2,28,18:53:21,27.233,27233,27.233,1
902,824,4,31,19:00:23,25.866,25866,25.866,1
902,8,2,33,19:01:01,25.415,25415,25.415,1
902,815,2,34,19:02:23,24.737,24737,24.737,1
902,20,2,34,19:02:35,26.186,26186,26.186,1
902,807,2,35,19:04:06,24.440,24440,24.44,1
902,18,2,35,19:04:08,25.245,25245,25.245,1
902,817,2,35,19:04:23,24.816,24816,24.816,1
902,155,2,35,19:05:19,26.628,26628,26.628,1
902,154,3,37,19:08:17,25.693,25693,25.693,1
902,13,3,38,19:09:23,24.575,24575,24.575,1
902,825,3,38,19:09:48,25.572,25572,25.572,1
902,813,2,39,19:11:30,26.440,26440,26.44,1
902,826,3,39,19:11:36,25.345,25345,25.345,1
902,822,3,40,19:12:44,25.980,25980,25.98,1
902,1,2,41,19:13:29,25.146,25146,25.146,1
902,3,2,41,19:13:42,24.907,24907,24.907,1
902,813,3,40,19:13:51,34.249,34249,34.249,1
902,820,3,40,19:14:34,25.981,25981,25.981,1
902,4,3,41,19:14:50,24.493,24493,24.493,1
902,8,3,41,19:15:09,24.453,24453,24.453,1
902,824,5,40,19:16:59,25.383,25383,25.383,1
902,813,4,47,19:27:48,32.874,32874,32.874,1
903,18,1,7,15:16:33,22.408,22408,22.408,1
903,154,1,9,15:19:58,23.213,23213,23.213,1
903,13,1,10,15:21:37,1:18.277,78277,78.277,0
903,8,1,10,15:21:45,22.994,22994,22.994,1
903,815,1,10,15:21:51,22.914,22914,22.914,1
903,828,1,10,15:22:18,23.677,23677,23.677,1
903,4,1,11,15:23:16,22.776,22776,22.776,1
903,807,1,11,15:23:24,23.438,23438,23.438,1
903,155,1,11,15:23:49,24.883,24883,24.883,1
903,813,1,11,15:23:51,24.010,24010,24.01,1
903,824,1,11,15:23:56,24.784,24784,24.784,1
903,20,1,12,15:25:00,22.570,22570,22.57,1
903,822,1,12,15:25:09,24.780,24780,24.78,1
903,820,1,12,15:25:48,23.781,23781,23.781,1
903,3,1,13,15:26:51,23.277,23277,23.277,1
903,826,1,14,15:28:56,23.521,23521,23.521,1
903,821,1,14,15:29:04,22.988,22988,22.988,1
903,817,1,15,15:30:17,23.186,23186,23.186,1
903,818,1,15,15:30:46,24.119,24119,24.119,1
903,1,1,17,15:33:31,22.968,22968,22.968,1
903,825,1,17,15:34:28,23.670,23670,23.67,1
903,821,2,27,15:52:18,23.252,23252,23.252,1
903,828,2,27,15:53:08,23.730,23730,23.73,1
903,18,2,28,15:53:59,22.548,22548,22.548,1
903,824,2,28,15:54:28,24.320,24320,24.32,1
903,815,2,30,15:57:11,23.636,23636,23.636,1
903,155,2,30,15:57:59,25.402,25402,25.402,1
903,807,2,31,15:58:34,22.764,22764,22.764,1
903,822,2,31,15:58:35,23.639,23639,23.639,1
903,8,2,31,15:58:50,23.291,23291,23.291,1
903,826,2,31,15:59:08,23.628,23628,23.628,1
903,825,2,31,15:59:19,22.579,22579,22.579,1
903,13,2,31,15:59:50,23.830,23830,23.83,1
903,818,2,32,16:00:58,24.417,24417,24.417,1
903,813,2,32,16:01:12,23.022,23022,23.022,1
903,4,2,33,16:01:40,22.947,22947,22.947,1
903,820,2,32,16:01:49,23.878,23878,23.878,1
903,20,2,34,16:03:40,22.246,22246,22.246,1
903,3,2,37,16:08:37,23.089,23089,23.089,1
903,817,2,37,16:08:42,22.498,22498,22.498,1
903,1,2,38,16:09:59,23.999,23999,23.999,1
903,821,3,40,16:15:29,22.734,22734,22.734,1
903,155,3,40,16:15:53,24.722,24722,24.722,1
903,828,3,42,16:20:02,23.969,23969,23.969,1
903,820,3,48,16:30:26,23.886,23886,23.886,1
904,20,1,12,14:22:29,21.974,21974,21.974,1
904,817,1,14,14:25:18,21.969,21969,21.969,1
904,154,1,15,14:26:57,22.126,22126,22.126,1
904,13,1,15,14:27:02,22.890,22890,22.89,1
904,813,1,15,14:27:21,27.851,27851,27.851,1
904,4,1,16,14:28:34,21.970,21970,21.97,1
904,818,1,16,14:28:57,22.976,22976,22.976,1
904,8,1,17,14:30:07,22.056,22056,22.056,1
904,807,1,17,14:30:13,22.355,22355,22.355,1
904,18,1,17,14:30:19,21.810,21810,21.81,1
904,16,1,17,14:30:29,28.013,28013,28.013,1
904,820,1,17,14:30:46,24.337,24337,24.337,1
904,1,1,18,14:31:07,22.951,22951,22.951,1
904,815,1,18,14:31:48,22.367,22367,22.367,1
904,826,1,18,14:31:51,22.703,22703,22.703,1
904,821,1,18,14:32:02,23.063,23063,23.063,1
904,828,1,18,14:32:30,23.091,23091,23.091,1
904,825,1,19,14:33:31,21.894,21894,21.894,1
904,822,1,20,14:34:39,22.824,22824,22.824,1
904,3,1,21,14:35:43,22.254,22254,22.254,1
904,824,1,21,14:37:01,22.928,22928,22.928,1
904,155,1,23,14:40:18,22.789,22789,22.789,1
904,13,2,28,14:47:33,22.381,22381,22.381,1
904,820,2,31,14:53:03,23.232,23232,23.232,1
904,20,2,33,14:55:18,21.599,21599,21.599,1
904,154,2,34,14:56:49,22.078,22078,22.078,1
904,4,2,35,14:58:14,22.014,22014,22.014,1
904,16,2,35,14:58:53,23.378,23378,23.378,1
904,807,2,36,14:59:56,22.724,22724,22.724,1
904,18,2,36,15:00:01,24.408,24408,24.408,1
904,826,2,36,15:00:07,22.841,22841,22.841,1
904,821,2,36,15:00:25,24.780,24780,24.78,1
904,815,2,37,15:01:31,22.282,22282,22.282,1
904,813,2,37,15:01:54,22.024,22024,22.024,1
904,828,2,40,15:07:44,26.671,26671,26.671,1
904,825,2,41,15:07:56,21.768,21768,21.768,1
904,824,2,41,15:08:45,22.568,22568,22.568,1
904,1,2,43,15:09:35,23.590,23590,23.59,1
904,8,2,43,15:10:34,22.727,22727,22.727,1
904,820,3,42,15:10:46,23.586,23586,23.586,1
904,3,2,45,15:12:42,22.309,22309,22.309,1
904,817,2,45,15:13:16,21.830,21830,21.83,1
904,822,2,45,15:13:31,22.701,22701,22.701,1
904,13,3,46,15:15:37,22.304,22304,22.304,1
904,20,3,52,15:24:24,21.608,21608,21.608,1
904,821,3,52,15:25:31,23.025,23025,23.025,1
904,4,3,53,15:25:53,21.664,21664,21.664,1
904,826,3,53,15:26:38,22.984,22984,22.984,1
905,154,1,1,14:04:54,26.312,26312,26.312,1
905,16,1,1,14:04:55,33.207,33207,33.207,1
905,20,1,4,14:10:25,1:06.065,66065,66.065,0
905,154,2,23,14:37:00,25.029,25029,25.029,1
905,820,1,24,14:38:19,33.074,33074,33.074,1
905,18,1,25,14:38:59,25.992,25992,25.992,1
905,821,1,25,14:39:10,25.906,25906,25.906,1
905,155,1,25,14:39:30,25.421,25421,25.421,1
905,824,1,25,14:39:30,32.658,32658,32.658,1
905,3,1,26,14:39:54,24.672,24672,24.672,1
905,1,1,26,14:40:01,27.509,27509,27.509,1
905,828,1,25,14:40:02,28.091,28091,28.091,1
905,8,1,26,14:40:06,25.282,25282,25.282,1
905,817,1,26,14:40:07,26.584,26584,26.584,1
905,4,1,26,14:40:12,26.499,26499,26.499,1
905,825,1,26,14:40:29,28.943,28943,28.943,1
905,818,1,26,14:40:32,25.444,25444,25.444,1
905,807,1,26,14:40:36,25.714,25714,25.714,1
905,822,1,26,14:40:41,25.595,25595,25.595,1
905,8,2,28,14:44:21,25.684,25684,25.684,1
905,820,2,27,14:44:22,37.352,37352,37.352,1
905,818,2,37,14:57:54,19.385,19385,19.385,1
905,13,1,45,15:08:42,24.264,24264,24.264,1
905,828,2,51,15:17:37,25.585,25585,25.585,1
905,155,2,62,15:34:01,25.116,25116,25.116,1
905,820,3,66,15:40:58,26.137,26137,26.137,1
905,8,3,73,15:47:37,31.896,31896,31.896,1
906,821,1,1,14:05:32,24.370,24370,24.37,1
906,821,2,2,14:07:36,24.768,24768,24.768,1
906,154,1,11,14:23:03,23.943,23943,23.943,1
906,817,1,13,14:25:36,23.606,23606,23.606,1
906,822,1,14,14:26:56,23.448,23448,23.448,1
906,18,1,14,14:27:05,23.493,23493,23.493,1
906,20,1,15,14:28:14,23.904,23904,23.904,1
906,13,1,15,14:28:20,27.949,27949,27.949,1
906,818,1,15,14:28:22,24.433,24433,24.433,1
906,825,1,15,14:28:30,23.479,23479,23.479,1
906,16,1,15,14:28:33,23.703,23703,23.703,1
906,4,1,16,14:29:44,23.932,23932,23.932,1
906,8,1,17,14:31:08,23.925,23925,23.925,1
906,3,1,18,14:32:06,23.882,23882,23.882,1
906,1,1,19,14:33:29,24.417,24417,24.417,1
906,826,1,29,14:47:47,25.235,25235,25.235,1
906,821,3,32,14:52:08,24.403,24403,24.403,1
906,815,1,34,14:54:04,23.907,23907,23.907,1
906,822,2,35,14:55:26,24.491,24491,24.491,1
906,20,2,36,14:56:46,23.340,23340,23.34,1
906,817,2,37,14:58:06,23.274,23274,23.274,1
906,18,2,38,14:59:46,25.050,25050,25.05,1
906,818,2,39,15:01:02,23.975,23975,23.975,1
906,8,2,39,15:01:06,24.221,24221,24.221,1
906,16,2,40,15:02:56,24.068,24068,24.068,1
906,807,1,41,15:03:27,23.902,23902,23.902,1
906,3,2,44,15:07:09,25.102,25102,25.102,1
906,4,2,44,15:07:33,23.790,23790,23.79,1
906,1,2,45,15:08:31,23.554,23554,23.554,1
906,825,2,45,15:09:13,23.907,23907,23.907,1
906,154,2,46,15:10:53,23.856,23856,23.856,1
906,826,2,46,15:10:54,25.698,25698,25.698,1
906,13,2,48,15:12:49,24.012,24012,24.012,1
907,154,1,3,14:07:00,21.884,21884,21.884,1
907,818,1,8,14:13:14,22.232,22232,22.232,1
907,807,1,9,14:14:26,21.920,21920,21.92,1
907,825,1,10,14:15:40,21.670,21670,21.67,1
907,826,1,10,14:15:42,21.906,21906,21.906,1
907,817,1,10,14:15:42,21.467,21467,21.467,1
907,3,1,11,14:16:41,21.474,21474,21.474,1
907,16,1,11,14:17:03,22.960,22960,22.96,1
907,821,1,12,14:18:21,55.222,55222,55.222,1
907,1,1,13,14:19:10,22.226,22226,22.226,1
907,13,1,14,14:20:24,21.896,21896,21.896,1
907,4,1,14,14:20:35,21.234,21234,21.234,1
907,155,1,14,14:21:00,22.480,22480,22.48,1
907,822,1,15,14:21:40,21.133,21133,21.133,1
907,8,1,15,14:22:00,21.914,21914,21.914,1
907,20,1,20,14:29:37,21.381,21381,21.381,1
907,821,2,21,14:30:35,29.067,29067,29.067,1
907,813,1,26,14:36:02,23.343,23343,23.343,1
907,18,1,27,14:37:01,21.505,21505,21.505,1
907,154,2,27,14:37:37,24.212,24212,24.212,1
907,828,1,28,14:39:03,23.177,23177,23.177,1
907,815,1,29,14:39:23,23.770,23770,23.77,1
907,20,2,28,14:39:56,29.844,29844,29.844,1
907,820,1,37,14:50:48,22.977,22977,22.977,1
907,1,2,39,14:51:40,22.555,22555,22.555,1
907,807,2,39,14:52:03,22.246,22246,22.246,1
907,818,2,39,14:52:32,22.374,22374,22.374,1
907,3,2,40,14:52:50,21.664,21664,21.664,1
907,825,2,40,14:53:16,21.882,21882,21.882,1
907,822,2,41,14:54:08,22.208,22208,22.208,1
907,824,1,40,14:54:11,24.452,24452,24.452,1
907,13,2,43,14:56:41,22.096,22096,22.096,1
907,817,2,43,14:57:02,21.398,21398,21.398,1
907,16,2,43,14:57:38,22.449,22449,22.449,1
907,828,2,43,14:58:18,25.178,25178,25.178,1
907,8,2,44,14:58:20,21.618,21618,21.618,1
907,821,3,45,15:01:17,22.530,22530,22.53,1
907,4,2,47,15:01:38,21.276,21276,21.276,1
907,815,2,55,15:11:39,21.960,21960,21.96,1
907,813,2,56,15:13:32,22.612,22612,22.612,1
907,18,2,58,15:15:32,21.242,21242,21.242,1
908,820,2,2,14:09:26,23.154,23154,23.154,1
908,20,1,10,14:20:59,28.558,28558,28.558,1
908,826,1,14,14:27:58,28.700,28700,28.7,1
908,817,1,15,14:29:30,28.483,28483,28.483,1
908,3,1,18,14:33:49,28.329,28329,28.329,1
908,155,1,18,14:35:28,29.507,29507,29.507,1
908,16,1,23,14:43:21,29.956,29956,29.956,1
908,1,1,24,14:43:45,29.679,29679,29.679,1
908,4,1,25,14:46:13,34.410,34410,34.41,1
908,815,1,26,14:48:38,29.599,29599,29.599,1
908,813,1,26,14:48:44,28.831,28831,28.831,1
908,825,1,27,14:49:39,28.745,28745,28.745,1
908,818,1,27,14:50:07,30.218,30218,30.218,1
908,18,1,28,14:51:14,28.645,28645,28.645,1
908,807,1,29,14:53:24,29.579,29579,29.579,1
908,824,1,29,14:54:00,30.353,30353,30.353,1
908,155,2,29,14:54:55,29.540,29540,29.54,1
908,154,1,30,14:55:23,29.710,29710,29.71,1
908,822,1,31,14:55:58,29.104,29104,29.104,1
908,820,3,29,14:56:02,29.737,29737,29.737,1
908,20,2,33,14:59:34,28.787,28787,28.787,1
908,826,2,35,15:03:28,28.575,28575,28.575,1
908,1,2,41,15:12:01,29.291,29291,29.291,1
909,825,1,1,14:05:24,25.859,25859,25.859,1
909,828,1,3,14:08:42,27.495,27495,27.495,1
909,826,1,9,14:17:06,20.313,20313,20.313,1
909,4,1,12,14:20:59,19.174,19174,19.174,1
909,18,1,13,14:22:30,22.604,22604,22.604,1
909,817,1,13,14:22:38,19.050,19050,19.05,1
909,818,1,13,14:22:39,20.274,20274,20.274,1
909,20,1,14,14:23:46,19.607,19607,19.607,1
909,807,1,14,14:23:52,19.564,19564,19.564,1
909,815,1,14,14:24:04,21.802,21802,21.802,1
909,821,1,14,14:24:08,21.002,21002,21.002,1
909,3,1,15,14:24:57,20.055,20055,20.055,1
909,822,1,15,14:25:07,20.115,20115,20.115,1
909,155,1,15,14:25:55,20.121,20121,20.121,1
909,16,1,16,14:26:55,20.031,20031,20.031,1
909,820,1,16,14:27:18,23.883,23883,23.883,1
909,813,1,18,14:29:48,19.099,19099,19.099,1
909,828,2,18,14:30:40,19.890,19890,19.89,1
909,8,1,20,14:32:31,19.737,19737,19.737,1
909,824,1,20,14:32:49,20.031,20031,20.031,1
909,154,1,24,14:38:27,18.928,18928,18.928,1
909,1,1,26,14:40:40,19.710,19710,19.71,1
909,825,2,29,14:45:25,19.135,19135,19.135,1
909,18,2,31,14:47:51,18.916,18916,18.916,1
909,821,2,31,14:48:20,23.305,23305,23.305,1
909,16,2,32,14:49:41,19.638,19638,19.638,1
909,826,2,32,14:49:52,20.251,20251,20.251,1
909,155,2,32,14:50:24,20.092,20092,20.092,1
909,820,2,32,14:50:27,20.920,20920,20.92,1
909,4,2,33,14:50:28,19.032,19032,19.032,1
909,20,2,34,14:51:49,19.061,19061,19.061,1
909,8,2,34,14:52:22,19.867,19867,19.867,1
909,815,2,34,14:52:29,19.843,19843,19.843,1
909,817,2,35,14:53:27,19.358,19358,19.358,1
909,818,2,37,14:56:42,26.711,26711,26.711,1
909,813,2,38,14:58:08,19.126,19126,19.126,1
909,807,2,39,14:59:03,19.514,19514,19.514,1
909,822,2,40,14:59:58,20.206,20206,20.206,1
909,3,2,41,15:01:08,20.257,20257,20.257,1
909,1,2,42,15:02:54,19.918,19918,19.918,1
909,828,3,41,15:03:48,20.423,20423,20.423,1
909,20,3,45,15:07:09,18.879,18879,18.879,1
909,824,2,45,15:08:29,20.575,20575,20.575,1
909,817,3,46,15:08:49,18.868,18868,18.868,1
909,16,3,47,15:10:49,20.424,20424,20.424,1
909,820,3,47,15:11:56,20.632,20632,20.632,1
909,155,3,48,15:13:19,20.358,20358,20.358,1
909,818,3,49,15:13:46,20.431,20431,20.431,1
909,1,3,50,15:13:58,19.868,19868,19.868,1
909,821,3,50,15:15:08,19.779,19779,19.779,1
909,815,3,52,15:17:42,19.932,19932,19.932,1
909,825,3,53,15:18:59,19.427,19427,19.427,1
909,8,3,53,15:19:04,19.740,19740,19.74,1
909,4,3,55,15:21:01,19.308,19308,19.308,1
909,18,3,61,15:29:41,19.221,19221,19.221,1
910,18,1,8,14:17:29,26.737,26737,26.737,1
910,817,1,8,14:17:30,22.205,22205,22.205,1
910,807,1,8,14:17:33,24.040,24040,24.04,1
910,13,1,8,14:17:38,22.851,22851,22.851,1
910,818,1,8,14:17:39,23.809,23809,23.809,1
910,815,1,8,14:17:44,25.535,25535,25.535,1
910,821,1,8,14:17:46,24.050,24050,24.05,1
910,16,1,8,14:17:48,31.956,31956,31.956,1
910,1,1,8,14:17:49,23.800,23800,23.8,1
910,8,1,8,14:17:51,23.214,23214,23.214,1
910,154,1,8,14:17:53,23.979,23979,23.979,1
910,826,1,8,14:17:58,23.423,23423,23.423,1
910,155,1,8,14:18:04,34.086,34086,34.086,1
910,820,1,8,14:18:13,24.625,24625,24.625,1
910,813,1,8,14:18:14,22.376,22376,22.376,1
910,3,1,9,14:19:36,22.827,22827,22.827,1
910,822,1,9,14:19:37,25.497,25497,25.497,1
910,20,1,9,14:19:37,22.170,22170,22.17,1
910,4,1,9,14:19:38,22.253,22253,22.253,1
910,824,1,9,14:19:52,22.892,22892,22.892,1
910,18,2,15,14:32:05,22.807,22807,22.807,1
910,825,1,15,14:32:11,23.546,23546,23.546,1
910,813,2,17,14:35:49,32.608,32608,32.608,1
910,824,2,17,14:35:56,25.504,25504,25.504,1
910,817,2,23,14:44:24,23.741,23741,23.741,1
910,13,2,23,14:44:30,22.111,22111,22.111,1
910,822,2,23,14:44:48,22.518,22518,22.518,1
910,826,2,30,14:57:13,22.202,22202,22.202,1
910,3,2,32,15:00:00,23.864,23864,23.864,1
910,20,2,33,15:01:35,21.608,21608,21.608,1
910,818,2,34,15:03:00,23.123,23123,23.123,1
910,18,3,37,15:07:38,22.211,22211,22.211,1
910,4,2,38,15:08:47,21.634,21634,21.634,1
910,1,2,39,15:10:18,23.364,23364,23.364,1
910,16,2,39,15:10:43,22.500,22500,22.5,1
910,825,2,39,15:10:44,21.812,21812,21.812,1
910,8,2,41,15:13:31,22.154,22154,22.154,1
910,824,3,42,15:15:42,24.226,24226,24.226,1
910,813,3,43,15:16:53,21.818,21818,21.818,1
910,13,3,45,15:19:26,22.278,22278,22.278,1
910,820,2,45,15:20:20,23.232,23232,23.232,1
910,817,3,54,15:32:30,22.273,22273,22.273,1
910,3,3,56,15:35:44,22.001,22001,22.001,1
910,822,3,59,15:40:29,22.589,22589,22.589,1
911,154,1,1,14:06:17,29.256,29256,29.256,1
911,824,1,1,14:06:49,25.362,25362,25.362,1
911,1,1,2,14:08:41,25.580,25580,25.58,1
911,3,1,8,14:19:40,29.997,29997,29.997,1
911,8,1,8,14:19:44,22.858,22858,22.858,1
911,815,1,9,14:21:49,24.104,24104,24.104,1
911,13,1,9,14:21:55,23.945,23945,23.945,1
911,20,1,10,14:23:35,22.800,22800,22.8,1
911,826,1,10,14:23:49,24.082,24082,24.082,1
911,807,1,10,14:23:52,23.823,23823,23.823,1
911,817,1,11,14:25:27,22.913,22913,22.913,1
911,825,1,11,14:25:37,23.115,23115,23.115,1
911,16,1,11,14:25:53,23.755,23755,23.755,1
911,828,1,11,14:26:12,24.083,24083,24.083,1
911,820,1,11,14:26:13,23.734,23734,23.734,1
911,822,1,12,14:27:28,22.769,22769,22.769,1
911,4,1,12,14:27:29,28.920,28920,28.92,1
911,18,1,13,14:29:34,22.800,22800,22.8,1
911,154,2,13,14:30:15,22.838,22838,22.838,1
911,821,1,14,14:31:51,23.259,23259,23.259,1
911,818,1,15,14:33:42,23.571,23571,23.571,1
911,1,2,17,14:38:06,23.066,23066,23.066,1
911,3,2,19,14:41:14,22.936,22936,22.936,1
911,8,2,21,14:44:58,22.819,22819,22.819,1
911,13,2,21,14:45:39,24.083,24083,24.083,1
911,16,2,21,14:45:40,23.779,23779,23.779,1
911,20,2,22,14:46:57,22.731,22731,22.731,1
911,815,2,22,14:47:17,22.977,22977,22.977,1
911,825,2,23,14:49:03,22.414,22414,22.414,1
911,824,2,23,14:50:34,23.918,23918,23.918,1
911,826,2,24,14:51:10,24.436,24436,24.436,1
911,828,2,24,14:52:11,24.213,24213,24.213,1
911,4,2,25,14:52:56,22.974,22974,22.974,1
911,817,2,27,14:56:18,22.675,22675,22.675,1
911,154,3,27,14:57:40,24.569,24569,24.569,1
911,822,2,28,14:58:29,23.176,23176,23.176,1
911,18,2,29,15:00:43,22.588,22588,22.588,1
911,818,2,29,15:01:07,23.202,23202,23.202,1
911,820,2,29,15:02:05,24.873,24873,24.873,1
911,807,2,30,15:02:51,23.841,23841,23.841,1
911,821,2,30,15:03:10,22.898,22898,22.898,1
911,1,3,31,15:05:18,24.757,24757,24.757,1
911,3,3,34,15:09:54,23.392,23392,23.392,1
911,20,3,34,15:10:16,23.190,23190,23.19,1
911,16,3,34,15:10:53,23.732,23732,23.732,1
911,13,3,35,15:12:42,23.224,23224,23.224,1
912,821,1,9,14:17:44,26.376,26376,26.376,1
912,20,1,18,14:31:00,25.176,25176,25.176,1
912,815,1,19,14:32:34,24.938,24938,24.938,1
912,807,1,19,14:32:44,25.547,25547,25.547,1
912,8,1,20,14:34:06,24.547,24547,24.547,1
912,154,1,20,14:34:42,25.098,25098,25.098,1
912,825,1,21,14:35:33,24.214,24214,24.214,1
